6-7	23763.4630137
7-8	17991.0328767
8-9	18449.5534247
9-10	18195.4082192
10-11	18909.4164384
11-12	19763.2630137
12-13	19683.7671233
13-14	20300.7123288
14-15	19397.0712329
15-16	16931.0136986
16-17	20075.4630137
17-18	23979.0767123
18-19	24717.8136986
19-20	23341.7479452
20-21	23213.890411
21-22	22355.5671233
