year,t1,t2,d1,d2,fare,time,Avg fare grp by d1-d2,Avg Time grp by d1-d2,fare factor,time factor
2014,22,24,21,24,60.48787484,2440.650148,57.43603662,2820.862925,3.051838217,-380.2127768
2014,0,7,21,24,61.35107368,2324.13584,57.43603662,2820.862925,3.915037051,-496.7270846
2014,7,10,21,24,57.74097446,2379.136835,57.43603662,2820.862925,0.304937834,-441.7260905
2014,10,12,21,24,56.95947645,2761.00255,57.43603662,2820.862925,-0.476560177,-59.86037474
2014,12,17,21,24,56.31369162,3194.620414,57.43603662,2820.862925,-1.122345002,373.7574885
2014,17,20,21,24,56.47601308,2930.889999,57.43603662,2820.862925,-0.960023548,110.0270736
2014,20,22,21,24,57.13050963,2612.014387,57.43603662,2820.862925,-0.305526993,-208.8485383
2014,22,24,21,24,58.23083784,2390.572673,57.43603662,2820.862925,0.794801213,-430.2902523
2015,0,7,21,24,58.07642821,2658.118628,57.43603662,2820.862925,0.640391586,-162.744297
2015,7,10,21,24,56.42145655,3642.760665,57.43603662,2820.862925,-1.014580074,821.8977402
2015,10,12,21,24,56.3231169,3513.718412,57.43603662,2820.862925,-1.112919728,692.8554865
2015,12,17,21,24,56.31440281,4060.590296,57.43603662,2820.862925,-1.121633812,1239.727371
2015,17,20,21,24,57.35437188,3160.448169,57.43603662,2820.862925,-0.081664742,339.5852439
2015,20,22,21,24,58.34525988,2680.436768,57.43603662,2820.862925,0.909223251,-140.4261573
2015,22,24,21,24,58.93980902,2567.813793,57.43603662,2820.862925,1.503772394,-253.0491319
2015,0,7,21,24,60.30673251,2633.438739,57.43603662,2820.862925,2.870695889,-187.4241856
2015,7,10,21,24,57.15839348,2640.747212,57.43603662,2820.862925,-0.277643148,-180.1157135
2015,10,12,21,24,56.39248584,3042.378476,57.43603662,2820.862925,-1.043550785,221.5155508
2015,12,17,21,24,55.85816062,3546.953399,57.43603662,2820.862925,-1.577876003,726.0904737
2015,17,20,21,24,56.07746081,3207.915697,57.43603662,2820.862925,-1.358575816,387.0527717
2015,20,22,21,24,56.62022149,2813.841564,57.43603662,2820.862925,-0.815815131,-7.021360983
2015,22,24,21,24,57.89525913,2499.68675,57.43603662,2820.862925,0.459222502,-321.1761749
2013,0,7,24,50,81.54842546,2822.99804,85.28821608,3303.915773,-3.73979062,-480.917733
2013,7,10,24,50,79.75173768,3557.763913,85.28821608,3303.915773,-5.536478402,253.8481397
2013,10,12,24,50,85.97448551,3463.253069,85.28821608,3303.915773,0.686269422,159.3372954
2013,12,17,24,50,74.89031039,3773.037349,85.28821608,3303.915773,-10.39790569,469.1215758
2013,17,20,24,50,80.41213491,3060.063814,85.28821608,3303.915773,-4.876081178,-243.851959
2013,20,22,24,50,84.71481125,2805.677443,85.28821608,3303.915773,-0.573404833,-498.2383298
2013,22,24,24,50,86.16747536,2808.507771,85.28821608,3303.915773,0.879259277,-495.4080023
2013,0,7,24,50,92.60242258,2739.959799,85.28821608,3303.915773,7.314206495,-563.9559743
2013,7,10,24,50,78.0434482,2873.423749,85.28821608,3303.915773,-7.244767888,-430.4920248
2013,10,12,24,50,77.60826702,3395.506121,85.28821608,3303.915773,-7.67994906,91.59034757
2013,12,17,24,50,75.97952271,3555.457421,85.28821608,3303.915773,-9.308693369,251.5416481
2013,17,20,24,50,78.31669603,3123.466829,85.28821608,3303.915773,-6.971520056,-180.4489442
2013,20,22,24,50,80.3449754,2783.746474,85.28821608,3303.915773,-4.943240682,-520.1692991
2013,22,24,24,50,79.11719384,2650.473758,85.28821608,3303.915773,-6.171022242,-653.4420154
2014,0,7,24,50,89.45328658,2980.968105,85.28821608,3303.915773,4.165070498,-322.9476681
2014,7,10,24,50,85.51916493,3744.971626,85.28821608,3303.915773,0.230948846,441.0558531
2014,10,12,24,50,82.55060488,3535.131401,85.28821608,3303.915773,-2.737611203,231.2156278
2014,12,17,24,50,79.00696324,3920.967191,85.28821608,3303.915773,-6.281252848,617.0514172
2014,17,20,24,50,87.90452435,3196.572905,85.28821608,3303.915773,2.616308265,-107.3428684
2014,20,22,24,50,92.58281662,3016.926545,85.28821608,3303.915773,7.294600539,-286.9892279
2014,22,24,24,50,94.17268507,3055.777917,85.28821608,3303.915773,8.884468986,-248.1378561
2014,0,7,24,50,90.22463176,2953.712773,85.28821608,3303.915773,4.936415677,-350.203
2014,7,10,24,50,84.53477247,3037.841515,85.28821608,3303.915773,-0.753443611,-266.074258
2014,10,12,24,50,83.3293832,3548.828075,85.28821608,3303.915773,-1.958832886,244.9123018
2014,12,17,24,50,81.44611855,3642.889309,85.28821608,3303.915773,-3.842097535,338.973536
2014,17,20,24,50,85.34278589,3266.765409,85.28821608,3303.915773,0.054569807,-37.15036463
2014,20,22,24,50,85.11352806,3000.338202,85.28821608,3303.915773,-0.174688019,-303.5775717
2014,22,24,24,50,88.52692802,3120.571979,85.28821608,3303.915773,3.238711937,-183.3437939
2015,0,7,24,50,89.03912446,3228.777548,85.28821608,3303.915773,3.750908379,-75.13822483
2015,7,10,24,50,85.01704492,3952.974164,85.28821608,3303.915773,-0.271171166,649.0583908
2015,10,12,24,50,81.01948742,3865.69433,85.28821608,3303.915773,-4.268728663,561.7785564
2015,12,17,24,50,86.70344605,4250.919556,85.28821608,3303.915773,1.415229969,947.0037827
2015,17,20,24,50,88.17690458,3447.528181,85.28821608,3303.915773,2.888688492,143.612408
2015,20,22,24,50,90.16510113,3147.449123,85.28821608,3303.915773,4.876885042,-156.4666508
2015,22,24,24,50,92.58791812,3125.060457,85.28821608,3303.915773,7.299702038,-178.8553163
2015,0,7,24,50,90.92876674,3329.605804,85.28821608,3303.915773,5.640550658,25.69003025
2015,7,10,24,50,102.0825697,3283.129293,85.28821608,3303.915773,16.79435361,-20.78648039
2015,10,12,24,50,84.17309074,3910.101096,85.28821608,3303.915773,-1.11512534,606.1853229
2015,12,17,24,50,83.97628116,4006.764804,85.28821608,3303.915773,-1.311934928,702.8490306
2015,17,20,24,50,85.8724394,3562.056662,85.28821608,3303.915773,0.584223318,258.1408887
2015,20,22,24,50,86.68127208,3165.320286,85.28821608,3303.915773,1.393055993,-138.5954869
2015,22,24,24,50,90.50152905,3053.482671,85.28821608,3303.915773,5.213312969,-250.4331026
